+-----------------------------------------------------------------------------------------+------------+------------------------+--------------------------------------+---------------------+-------------------------------------------------+
| Specialty                                                                               | AMKA       | first_name             | last_name                            | Has shift this year | Number of Surgeries Conducted as Primary Doctor |
+-----------------------------------------------------------------------------------------+------------+------------------------+--------------------------------------+---------------------+-------------------------------------------------+
| ΑΙΜΑΤΟΛΟΓΙΑ                                                                             | 0609776087 | Λεονάρδος              | Φουντζούλας                          |                   1 |                                               1 |
| ΑΙΜΑΤΟΛΟΓΙΑ                                                                             | 1612658393 | Ανδριανή               | Λεντζίου                             |                   1 |                                               0 |
| ΑΚΤΙΝΟΘΕΡΑΠΕΥΤΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                             | 1002861332 | Γκίκας                 | Βαϊτσόπουλος                         |                   1 |                                               1 |
| ΑΚΤΙΝΟΘΕΡΑΠΕΥΤΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                             | 1312003623 | Κυδωνία                | Βασιλοπούλου                         |                   1 |                                               0 |
| ΑΚΤΙΝΟΘΕΡΑΠΕΥΤΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                             | 1601495998 | Αριστοφάνης            | Μπαλτατζή                            |                   1 |                                               0 |
| ΑΚΤΙΝΟΘΕΡΑΠΕΥΤΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                             | 2011985385 | Λουλουδένια            | Σικαλίδης                            |                   1 |                                               0 |
| ΑΚΤΙΝΟΘΕΡΑΠΕΥΤΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                             | 2103891566 | Λαζαρία                | Μπαφέρα                              |                   1 |                                               0 |
| ΑΚΤΙΝΟΘΕΡΑΠΕΥΤΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                             | 2903895461 | Νεκτάριος              | Παναγιώτου                           |                   1 |                                               1 |
| ΑΛΛΕΡΓΙΟΛΟΓΙΑ                                                                           | 2007452768 | Μεθόδιος               | Γκούσκος                             |                   1 |                                               0 |
| ΑΛΛΕΡΓΙΟΛΟΓΙΑ                                                                           | 2306756265 | Μάριος                 | Κουλουμπού                           |                   1 |                                               0 |
| ΑΛΛΕΡΓΙΟΛΟΓΙΑ                                                                           | 2908735635 | Ροδόφλος               | Μανουσοπούλου                        |                   1 |                                               0 |
| ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ                                                                        | 0105891880 | Αθανασία               | Φασατάκη                             |                   1 |                                               0 |
| ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ                                                                        | 0806555905 | Ιάσονας                | Κωστούλας                            |                   1 |                                               0 |
| ΓΕΝΙΚΗ ΙΑΤΡΙΚΗ                                                                          | 2102625494 | Βαρσάμος               | Καλαμάρας                            |                   1 |                                               0 |
| ΓΕΝΙΚΗ ΙΑΤΡΙΚΗ                                                                          | 2204956492 | Ευρύκλεια              | Εμμανουήλ                            |                   1 |                                               0 |
| ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ / ΓΑΣΤΡΕΝΤΕΡΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ                                          | 0309426868 | Άριστος                | Τασιούλας                            |                   1 |                                               0 |
| ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ / ΓΑΣΤΡΕΝΤΕΡΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ                                          | 0812549319 | Γαλήνη                 | Συρμού                               |                   1 |                                               0 |
| ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ / ΓΑΣΤΡΕΝΤΕΡΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ                                          | 1109415688 | Θεοφύλακτος            | Χριστακόπουλος                       |                   1 |                                               0 |
| ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ / ΓΑΣΤΡΕΝΤΕΡΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ                                          | 2102625494 | Βαρσάμος               | Καλαμάρας                            |                   1 |                                               0 |
| ΓΗΡΙΑΤΡΙΚΗ                                                                              | 2312517384 | Παντούλα               | Λάτσκος                              |                   1 |                                               0 |
| ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ                                                                          | 0908852248 | Θρασύβουλος            | Σταματιάδης                          |                   1 |                                               0 |
| ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ                                                                          | 2007452768 | Μεθόδιος               | Γκούσκος                             |                   1 |                                               0 |
| ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ                                                                          | 2305587242 | Αναστάσιος             | Λάππας                               |                   1 |                                               1 |
| ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ                                                                          | 2312784653 | Φανουρία               | Ρόγαρης                              |                   1 |                                               2 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ                                                      | 1912909775 | Χριστόφιλη             | Σπαθόπουλος                          |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ                                                      | 2204956492 | Ευρύκλεια              | Εμμανουήλ                            |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ ΝΕΟΓΝΩΝ                                              | 0104618858 | Αλέξιος                | Χατζιάρας                            |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ ΝΕΟΓΝΩΝ                                              | 0806555905 | Ιάσονας                | Κωστούλας                            |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ ΝΕΟΓΝΩΝ                                              | 0904940035 | Συμεώνη                | Καρκαλέτση                           |                   1 |                                               1 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ ΝΕΟΓΝΩΝ                                              | 2511712014 | Ανδροκλής              | Αντωνέας                             |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΛΟΙΜΩΞΙΟΛΟΓΙΑ                                                          | 0509973114 | Ευάγγελος              | Σταμάτης                             |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΛΟΙΜΩΞΙΟΛΟΓΙΑ                                                          | 0601531519 | Πανορμίτης             | Σπανουδάκης                          |                   1 |                                               1 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΛΟΙΜΩΞΙΟΛΟΓΙΑ                                                          | 0607452587 | Κοραλία                | Παπασπηλιωτοπούλου                   |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΛΟΙΜΩΞΙΟΛΟΓΙΑ                                                          | 3112428538 | Πελαγία                | Μπερεδήμας                           |                   1 |                                               1 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΠΑΙΔΟΝΕΥΡΟΛΟΓΙΑ                                                        | 1208523524 | Δήμητρα                | Ζουλούμης                            |                   1 |                                               0 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΠΑΙΔΟΝΕΥΡΟΛΟΓΙΑ                                                        | 2202889835 | Μινέρβα                | Πανταζής                             |                   1 |                                               1 |
| ΕΞΕΙΔΙΚΕΥΣΗ ΣΤΗΝ ΠΑΙΔΟΝΕΥΡΟΛΟΓΙΑ                                                        | 2207939674 | Αγνή                   | Σαριδάκη                             |                   1 |                                               0 |
| ΙΑΤΡΙΚΗ ΓΕΝΕΤΙΚΗ                                                                        | 0110880691 | Γκόλφω                 | Λώλος                                |                   1 |                                               2 |
| ΙΑΤΡΙΚΗ ΓΕΝΕΤΙΚΗ                                                                        | 0304985890 | Πασχάλης               | Αποστολάκη                           |                   1 |                                               1 |
| ΙΑΤΡΙΚΗ ΓΕΝΕΤΙΚΗ                                                                        | 1308699025 | Βλάσιος                | Φειδερόπουλος                        |                   1 |                                               1 |
| ΙΑΤΡΙΚΗ ΓΕΝΕΤΙΚΗ                                                                        | 2312517384 | Παντούλα               | Λάτσκος                              |                   1 |                                               0 |
| ΙΑΤΡΙΚΗ ΓΕΝΕΤΙΚΗ                                                                        | 2904008861 | Ποθητή                 | Κολοκάθης                            |                   1 |                                               0 |
| ΚΑΡΔΙΟΛΟΓΙΑ                                                                             | 0908852248 | Θρασύβουλος            | Σταματιάδης                          |                   1 |                                               0 |
| ΚΑΡΔΙΟΛΟΓΙΑ                                                                             | 2412950367 | Μυρτώ                  | Κωστοπούλου                          |                   1 |                                               0 |
| ΚΑΡΔΙΟΛΟΓΙΑ                                                                             | 2908735635 | Ροδόφλος               | Μανουσοπούλου                        |                   1 |                                               0 |
| ΜΑΙΕΥΤΙΚΗ - ΓΥΝΑΙΚΟΛΟΓΙΑ                                                                | 0307963205 | Δράκων                 | Ντότης                               |                   1 |                                               0 |
| ΜΑΙΕΥΤΙΚΗ - ΓΥΝΑΙΚΟΛΟΓΙΑ                                                                | 0408696989 | Ιγνατία                | Γιαννούκος                           |                   1 |                                               2 |
| ΜΑΙΕΥΤΙΚΗ - ΓΥΝΑΙΚΟΛΟΓΙΑ                                                                | 0711942992 | Βαρσαμία               | Καλιάμπος                            |                   1 |                                               0 |
| ΜΑΙΕΥΤΙΚΗ - ΓΥΝΑΙΚΟΛΟΓΙΑ                                                                | 1401596573 | Βασίλης                | Ρέντζος                              |                   1 |                                               0 |
| ΝΕΥΡΟΛΟΓΙΑ                                                                              | 0605584110 | Λάμπρος                | Χιτός                                |                   1 |                                               0 |
| ΝΕΥΡΟΛΟΓΙΑ                                                                              | 1503762965 | Καλή                   | Μπαντές                              |                   1 |                                               0 |
| ΝΕΥΡΟΛΟΓΙΑ                                                                              | 2308744168 | Σωφρονία               | Γκιολδελής                           |                   1 |                                               0 |
| ΝΕΦΡΟΛΟΓΙΑ                                                                              | 0104618858 | Αλέξιος                | Χατζιάρας                            |                   1 |                                               0 |
| ΝΕΦΡΟΛΟΓΙΑ                                                                              | 2402660476 | Πανωραία               | Σαρίκας                              |                   1 |                                               0 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 0110880691 | Γκόλφω                 | Λώλος                                |                   1 |                                               2 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 0601531519 | Πανορμίτης             | Σπανουδάκης                          |                   1 |                                               1 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 0711942992 | Βαρσαμία               | Καλιάμπος                            |                   1 |                                               0 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 1401596573 | Βασίλης                | Ρέντζος                              |                   1 |                                               0 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 1803617379 | Χαράλαμπος             | Βλαχονικολέας                        |                   1 |                                               0 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 2306756265 | Μάριος                 | Κουλουμπού                           |                   1 |                                               0 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 2312784653 | Φανουρία               | Ρόγαρης                              |                   1 |                                               2 |
| ΟΡΘΟΠΑΙΔΙΚΗ                                                                             | 2511712014 | Ανδροκλής              | Αντωνέας                             |                   1 |                                               0 |
| ΟΥΡΟΛΟΓΙΑ                                                                               | 0607452587 | Κοραλία                | Παπασπηλιωτοπούλου                   |                   1 |                                               0 |
| ΟΥΡΟΛΟΓΙΑ                                                                               | 2207939674 | Αγνή                   | Σαριδάκη                             |                   1 |                                               0 |
| ΠΑΘΟΛΟΓΙΑ                                                                               | 0509973114 | Ευάγγελος              | Σταμάτης                             |                   1 |                                               0 |
| ΠΑΘΟΛΟΓΙΑ                                                                               | 1505543455 | Ασημούλα               | Βαφειάδου                            |                   1 |                                               0 |
| ΠΑΘΟΛΟΓΙΑ                                                                               | 2305587242 | Αναστάσιος             | Λάππας                               |                   1 |                                               1 |
| ΠΑΘΟΛΟΓΙΑ                                                                               | 2406442159 | Αγησίλαος              | Μπαλτζής                             |                   1 |                                               0 |
| ΠΑΘΟΛΟΓΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                                    | 1601495998 | Αριστοφάνης            | Μπαλτατζή                            |                   1 |                                               0 |
| ΠΑΘΟΛΟΓΙΚΗ ΟΓΚΟΛΟΓΙΑ                                                                    | 1804888574 | Δημοσθένης             | Μενγκ                                |                   1 |                                               0 |
